Interne Zeilen ID;Interne Firmen ID;Dienste nach Alphabet und Jahr;Name;Sitz;Rechtsform;Reg.-gericht;HR-Nr. (neueste);IK-Nr.;GF;Jahr;Anlagenintensität (Quote);Umlaufintensität (Quote);Forderungsintensität (Quote);Vorratsintensität (Quote);Eigenkapitalquote;Fremdkapitalquote;Verschuldungsgrad (Quote);Anlagendeckungsgrad 1 (Quote);Anlagendeckungsgrad 2 (Quote);Liquidität Grad 1 (Quote);Liquidität Grad 2 (Quote);Liquidität Grad 3 (Quote);Eigenkapitalrentabilität (Quote);Gesamtkapitalrentabilität (Quote);Personalaufwandsquote;Personalaufwand je MA;Materialaufwandsquote;Materialaufwand je MA;Anlagevermögen (Einzelwert);Umlaufvermögen (Einzelwert);Gesamtvermögen (Einzelwert);Forderungen (Wertesumme);Kurzfristige Forderungen (Wertedifferenz);Bestand Vorräte (Wertesumme);Eigenkapital (Einzelwert);Gesamtkapital (Einzelwert);Fremdkapital (Wertesumme);Langfristiges Fremdkapital (Wertesumme);Liquide Mittel (Wertesumme);Kurzfristige Verbindlichkeiten (Wertedifferenz);Langfristige Verbindlichkeiten (Wertesumme);Jahresüberschuss (Wertesumme);Bilanzgewinn (Wertesumme);Fremdkapitalzinsen;Personalaufwand;Materialaufwand;Gesamtleistung;Mitarbeiter;1001;1002;1003;1004;1005;1006;1007;1008;1009;1010;1011;1012;1013;1014;1015;1016;1017;1018;1019;1020;1021;1022;1023;1024;1025;1026;1027;1028;1029;1030;1031;1032;1033;1034;1035;1036;1037;1038;1039;1040;1041;1042;1043;1044;1045;1046;1047;1048;1049;1050;1051;1052;1053;1054;1055;1056;1057;1058;1059;1060;1061;1062;1063;1064;1065;1066;1067;1068;1069;1070;1071;1072;1073;1074;1075;1076;1077;1078;1079;1080;1081;1082;1083;1084;1085;1086;1087;1088;1089;1090;1091;1092;1093;1094;1095;1096;1097;1098;1099;1100;1101;1102;1103;1104;1105;1106;1107;1108;1109;1110;1111;1112;1113;1114;1115;1116;1117;1118;1119;1120;1121;1122;1123;1124;1125;1126;1127;1128;1129;1130;1131;1132;1133;1134;1135;1136;1137;1138;1139;1140;1141;1142;1143;1144;1145;1146;1147;1148;1149;1150;1151;1152;1153;1154;1155;1156;1157;1158;1159;1160;1161;1162;1163;1164;1165;1166;1167;1168;1169;1170;1171;1172;1173;1174;1175;1176;1177;1178;1179;1180;1181;1182;1183;1184;1185;1186;1187;1188;1189;1190;1191;1192;1193;1194;1195;1196;1197;1198;1199;1200;1201;1202;1203;1204;1205;1206;1207;1208;1209;1210;1211;1212;1213;1214;1215;1216;1217;1218;1219;1220;1221;1222;1223;1224;1225;1226;1227;1228;1229;1230;1231;1232;1233;1234;1235;1236
206;11;66;Ernst von Bergmann Care gemeinnützige GmbH;Potsdam;gGmbH;Potsdam;28465;461211848;René Schulz, Hans-Ulrich Schmidt;2023;0,19248609;0,741906883;0,490318136;0;0,142905196;0,831482362;5,818419389;0,7424183;3,709272387;0,966146967;6,312080579;0,741906883;0,492864571;0;;;;;622309;2398590,62;3233007,64;1585202,28;1585202,28;0;462013,59;3233007,64;2688188,83;1846300;813388,34;841888,83;380000;227710,13;0;;;;0;176;622309;;;;134306;;;;;488003;;;;;;;;;;;;;;;;;;;;462013,59;;;;;;;;;;;;;;209303,46;;;;;0;25000;;;;;;;;;;;227710,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;176;;;;;;;;;212108,02;;35016,22;1466300;;;47789;;;;;;3233007,64;3233007,64;2398590,62;;1585202,28;;;;;;;;;;;;;;;;813388,34;;;;;;;;;1221888,83;;;;;;841888,83;380000;;;;;;;;;;;;;;;;;;;;;;
207;12;72;gemeinnützige ProCurand Ambulante Pflege GmbH;Berlin;gGmbH;Charlottenburg;82582;461213748;Axel Theis, Heidrun Theis, Christian Deckert;2023;0,159529614;0,839195721;0,708047631;0,004869174;0,248955946;0,751044054;3,016774916;1,560562584;3,258738447;0,263007261;;0,839195721;0,229093426;0;;;;;509910,38;2682352,19;3196336,83;2263158,72;2263158,72;15563,52;795747,06;3196336,83;2400589,77;865917,5;403629,95;1534672,27;0;182300,42;0;;;;0;1104;509910,38;;;;157909;;;;;352001,38;;;;;;;;;;;;;;;;;;;;795747,06;;;;;;;;;;;;;;;;;;;;25000;;;;;;;;;182300,42;;;;700000;;;;;-111553,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1104;;;;;;;;;4074,26;;;865917,5;;;;;;;;;3196336,83;3196336,83;2682352,19;;2263158,72;;;;;;;;;;;;403629,95;;;;;;;;15563,52;;;;;1534672,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;13;78;Gemeinschaftswerk Wohnen und Pflege GmbH;Nauen;gGmbH;Potsdam;27575;;Werner Futterlieb;2023;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;14;84;Elessta GmbH;Potsdam;GmbH;Potsdam;24862;463203056;Elena Sutulin, Tamara Streltsova;2023;0,385398962;0,614601038;0,43637092;0;0,568230926;0,431769074;0,759847898;1,474396615;1,648289323;0,488635028;;0,614601038;0,228570851;0,916374728;0,864236618;49758,615;0,060780147;3499,430455;87556;139626,76;227182,76;99135,95;99135,95;0;129092,27;227182,76;98090,49;15225,35;40490,81;82865,14;0;29506,73;208184,54;;1094689,53;76987,47;1266654,88;22;87556;;;;;;;;;87556;;476;87080;;;;;;;;;;;;;;;;;129092,27;;;;104092,27;;74585,54;;;;;;;;0;0;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;19753;;;;;;;19753;;2345,1;;;104092,27;;;;;;;;;;;;;1233754,42;;;;;;;74585,54;;;29506,73;76987,47;;;;;;;76987,47;23502,53;1094689,53;890487,53;;204202;7419,75;;;131,76;32678,94;;;221,52;;;;19389,61;;;349,15;;;;;;;;;;;;;;;;;;22;;;;;;;;;;;;15225,35;9000;6225,35;;;;;;;227182,76;227182,76;139626,76;;99135,95;;;92200,79;;;;;;6935,16;;;;;;;;40490,81;;;;;;;;82865,14;;;;;;;;;;47184,61;13496,21;;;47184,61;;;;;;35680,53;593,75;;;;;;;;
210;15;90;Hauskrankenpflege Eckert GmbH;Kloster Lehnin;GmbH;Potsdam;34650;461200583;Evelyne Eckert, Silvana Reiß;2023;0,205464331;0,776754057;0,472314125;0;0,397414694;0,602585306;1,516263277;1,934227177;2,311783135;0;;0,472314125;0;0,303485789;;;;;59061,02;223279,08;287451,45;135767,38;135767,38;0;114237,43;287451,45;173214,02;22298,84;0;150915,18;0;0;87237,43;;;;0;12,5;59061,02;;;;2;;;;;59059,02;;;;;;;;;;;;;;;;;;;;114237,43;;;;87237,43;;;;;;;;;;;;;;;;27000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,5;;;;;;;;;5111,35;;;22298,84;;;;;;;;;287451,45;287451,45;223279,08;;135767,38;;;;;;;;;;;;;;;;;;;;;;;;;150915,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;16;96;Hauskrankenpflege Wohlfeld GmbH;Berlin;GmbH;Berlin (Charlottenburg);20824;461213793;Sabine Böhner-Schwanbeck;2023;0,031610113;0,651376138;0,629338118;0,022038019;0,687492115;0,312507885;0,454562138;19,87038695;23,3408738;1,193818546;;0,942693549;0;0,663370414;;;;;36719,22;756657,34;1161628,89;731057,34;731057,34;25600;729625,11;1061285,06;331659,95;127433,57;243809,24;204226,38;0;0;704025,11;;;;0;;36719,22;;;;31744,34;;;;;1061285,06;;;;;;;;;;;;;;;;;;;;729625,11;;;;704025,11;;;;;;;;;;;;;;;;25600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;161162,31;;;127433,57;;;;;;;;;1161628,89;1061285,06;756657,34;;731057,34;;;;;;;;;;;;;;;243809,24;;;;;25600;;;;;204226,38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;17;102;HISB Betreuungsdienst Potsdam GmbH & Co. KG;Potsdam;GmbH & Co. KG;Potsdam;7005;461212100;René Jahnke;2023;0,089533613;0,903982338;0,575797143;0;0,240423653;0,759576347;3,159324542;2,685289291;4,684735293;0,565291989;;0,903982338;0;0;;;;;28881;291599,02;322571,59;185735,8;185735,8;0;77553,84;322571,59;245017,75;57746;105863,22;187271,75;0;0;0;;;;0;36;28881;;;;23452;;;;;5429;;;;;;;;;;;;;;;;;;;;77553,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;77553,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;0;2091,57;;;57746;;;;;;;;;322571,59;322571,59;291599,02;;185735,8;;;;;;;;;;;;;;;105863,22;;;;;;;;;;187271,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;18;108;KARINA Hauskrankenpflege GmbH;Werder (Havel);GmbH;Potsdam;19104;461208193;Karina Eggert;2023;0,493169283;0,493831483;0,416818417;0,009733088;0,506708826;0,426780832;0,842260506;1,027454151;1,267618627;0,218201259;;0,493831483;0,179960624;0;;;;;1085337,53;1086794,86;2200740,33;917309,1;917309,1;21420;1115134,55;2200740,33;939233,79;260659,52;148065,76;678574,27;0;200680,31;0;;;;0;62;1085337,53;;;;5;;;;;1085332,53;;;;;;;;;;;;;;;;;;;;1115134,55;;;;;;;;;;;;;;;;901954,24;;;;;;12500;;;;;;;200680,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62;;;;;;;;;28607,94;;;260659,52;;;;146371,99;;;;;2200740,33;2200740,33;1086794,86;;917309,1;;;;;;;;;;;;;;;148065,76;;;;;21420;;;;;678574,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;19;114;KIPFL - KinderIntensivPflegedienst GmbH;Potsdam;GmbH;Potsdam;23280;463201920;Andreas Patz;2023;0,128964456;0,748423204;0,740861933;0;0;1;;0;4,624309993;0,018733249;;0,748423204;;0,140565813;;;;;64666;375278,09;501424,98;371486,68;371486,68;0;0;501424,98;501424,98;299035,63;3791,41;202389,35;0;0;70483,21;;;;0;50;64666;;;;4;2;;;;64662;;;;;;;;;;;;;;;;;;;;0;;;;;;;;70483,21;;;;;;;;;;;;25000;;;;;;;;;;;;;;;57982,21;-12499;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;1638,23;;;299035,63;276610,55;22425,08;;;;;;1862,45;501424,98;501424,98;375278,09;;371486,68;;;317346,5;;;;;;54140,18;;;;;;3791,41;;;;;;;;;;202389,35;;;;;;;;;;174860,54;;121104,97;;;;10234,75;;;;16095,02;;;;;;;;;
215;20;120;Kreuzpunkt Pflegedienst GmbH;Michendorf (Teltow OT Rühlsdorf);GmbH;Potsdam;22337;463201281;Hartmut Born, Gabriela Büge;2023;0,462209541;0,536385792;0,344466093;0;0,839278984;0,159757893;0,190351356;1,815797621;1,914642753;1,682462275;;0,536385792;0,31314931;0;;;;;805284,17;934517,68;1742249,13;600145,75;600145,75;0;1462233,08;1742249,13;278338,05;79598,42;334371,93;198739,63;0;457897,28;0;;;;0;;805284,17;520;;;13083;;;;;791681,17;;;;;;;;;;;;;;;;;;;;1462233,08;;;;;;;;;;;;;;;;979335,8;;;;;;25000;;;;;;;457897,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2447,28;;1678;79598,42;;;;;;;;;1742249,13;1742249,13;934517,68;;600145,75;;;;;;;;;;;;;;;334371,93;;;;;;;;;;198739,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;21;126;Lavendel-Residenz GmbH;Berlin;GmbH;Berlin (Charlottenburg);140259;461206215;Dr. Andreas Gerl;2023;0,554174216;0,445314342;0,099336136;0,007893972;0,668252353;0,331382946;0,495894919;1,20585248;1,470806884;1,831918087;;0,445314342;0;0;;;;;702022;564119,47;1266789,36;125837,96;125837,96;10000;846534,97;1266789,36;419792,39;186003,82;428281,51;233788,57;0;0;0;;;;0;83;702022;25000;;;859;;;;;676163;;;;;;;;;;;;;;;;;;;;846534,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;83;;;;;;;;;647,89;;462;186003,82;;;;;;;;;1266789,36;1266789,36;564119,47;;125837,96;;;;;;;;;;;;;;;;;428281,51;;;10000;;;;;233788,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;22;132;Lietzmann Pflege- & Betreuungsdienst GmbH;Kloster Lehnin;GmbH;Potsdam;34392;461203826;Kathrin Lietzmann;2023;0,314290974;0,654551741;0,607613191;0,004331363;0,296616481;0,665705075;2,244329356;0,943763917;1,472550931;0,085297608;6,865900484;0,652793677;0,173275942;0;;;;;250242;521161,44;796211,22;483788,44;482388,65;3448,68;236169,37;796211,22;530041,85;132324,72;33924,32;397717,13;75199,6;40922,47;0;;;;0;46;250242;;;;2;;;;;250240;;;;;;;;;;;;;;;;;;;;236169,37;;;;;0;;;;;;;;;;;170146,9;;;;;;25100;;;;;;;40922,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46;;;;;;;;;24807,78;;30000;57125,12;;;;;;;;;796211,22;796211,22;521161,44;;483788,44;;1399,79;;;;;;;;;;;;;33924,32;;;;;3448,68;;;;;472916,73;;;;566,7;;397150,43;75199,6;;;;;;;;;;;;;;;;;;;;;;
218;23;138;Kenbi Brandenburg GmbH;Nauen;GmbH;Potsdam;36135;501208569;Clemens Raemy, Katrin Alberding, Marco Zafarana;2023;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;24;144;LiSA Hauskrankenpflege GmbH;Groß Kreutz (Havel);GmbH;Potsdam;29167;463203784;Karin Hampel;2023;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;25;150;Medella UG (haftungsbeschränkt);Potsdam;UG (haftungsbeschänkt);Potsdam;32470;461212769;Yury Shulgin;2023;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;26;156;Pflegedienst am See GmbH;Potsdam;GmbH;Potsdam;16741;461207158;Petra Krehan;2023;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;0;0;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;27;162;Pflegedienst Herbstzeit GmbH;Potsdam;GmbH;Potsdam;26740;463204375;Andreas Alert, Michael Köder-Höller;2023;0,372152293;0,622971243;0,620777287;0;0,348631388;0,651368612;1,868359056;0,936797636;1,171117363;0,00388885;;0,593707269;0,190984112;0;0,812717614;37925,20581;0,076154378;3553,719516;267290;447435,06;718227,47;445859,3;424841,11;0;250396,64;718227,47;467830,83;62631,32;1575,76;405199,51;0;47821,78;0;;2351362,76;220330,61;2893210,04;62;267290;;;;173674;7;;173667;;93616;;15257;78359;;;;;;;;;;;;;;;;;250396,64;;;;;;;;;;;12500;25000;-12500;;;261807,53;;;;;;;;;;;23910,89;;;;;;;;;;;;;;;;;;;119990,27;;;;;;119990,27;;;55798,74;;;;;;;;;;;;;;;;1715190,85;;;;;;;;23910,89;;;220330,61;;;;;;4545,03;215785,58;79876,47;2351362,76;1923254,19;;428108,57;13452;;;13723,46;124941,23;;;0;;;;68226,73;;1053077,96;7811,89;;;;;;;;;;;;;;;;;;62;;;;;;;;;3502,41;;;62631,32;62631,32;0;;;;;;;718227,47;718227,47;447435,06;;445859,3;;;393377,62;;;;;;52481,68;21018,19;;;;;;;1575,76;;;;;;;;405199,51;;;;;;;;12926;12926;82742,85;30158,16;;82742,85;;;19580,62;19580,62;;;289182,38;88862,42;;;;;;767,66;;
223;28;168;Pflegedienst Marcel Krönert GmbH;Potsdam;GmbH;Potsdam;34492;461212111;Marcel Krönert;2023;0,128661711;0,864933986;0,585120357;0,864933986;0,783931711;0,216068289;0,275621315;6,092968159;6,396007285;1,580164862;;1,729867972;-0,081071477;0;;;;;42555;286077,85;330751,08;193529,19;193529,19;286077,85;259286,26;330751,08;71464,82;12895,83;92548,66;58568,99;0;-21020,72;0;;;;0;23;42555;;;;18327;;;;;24228;;;;;;;;;;;;;;;;;;;;259286,26;;;;;;;;;;;;;;;;;;254306,98;;26000;;;;;;;;;;-21020,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;;;;;;2118,23;;;12895,83;;;;;;;;;330751,08;330751,08;286077,85;;193529,19;;;;;;;;;;;;;;;92548,66;;;;;286077,85;;;;;58568,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;29;174;PEK GmbH;Potsdam;GmbH;Potsdam;26865;463203513;Eva Kohl, Robert Kohl;2023;0,361485353;;0,389617884;0;0,872334251;0,126738391;0,145286501;2,413193904;2,671865116;6,666513642;;0,567089293;0,051613137;0;;;;;319637;;884232,23;344512,69;305541,26;0;771346,06;884232,23;112066,17;82680,89;195897,37;29385,28;0;39811,59;0;;;;0;29;319637;221500;190250;31250;27408;3;;27405;;70729;70729;;;;;;;;;;;;;;;;;;;771346,06;;;;;;;;;;;;;;;;704534,47;;;;27000;;;;;;;;;39811,59;;;;;;;;;;344512,69;225936,77;;118575,92;38971,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;195897,37;;;;;;;;;29;;;;;;;;;24185,17;;820;82680,89;79355,89;3325;;;;;;;884232,23;884232,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;29385,28;;;;;;;;;;19784;14552,17;1714,17;19784;;;9601,28;9601,28;;;0;0;;;;;;;;
225;30;180;Pflegedienst Qualitas GmbH;Potsdam;GmbH;Potsdam;16397;461206965;Brigitte Naumann, Friederike Fritz, Alexander Fritz;2023;0,129146063;0,856691121;0,4293765;0;0,788022481;0,198275575;0,251611572;6,101792502;6,995431909;5,156721338;;0,856691121;0;0,7497403;;;;;86025;570647,31;666106,25;286010,37;286010,37;0;524906,7;666106,25;132072,6;76875,33;284636,94;55197,27;0;0;499406,7;;;;0;43;86025;;;;1;;;;;86024;;;;;;;;;;;;;;;;;;;;524906,7;;;;499406,7;;;;;;;;;;;;;;;;25500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;;;;;;;;;9433,94;;9126,95;76875,33;;;;;;;;;666106,25;666106,25;570647,31;;286010,37;;;;;;;;;;;;;;;284636,94;;;;;0;;;;;55197,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;31;186;Pflegedienst Träger GmbH;Treuenbrietzen;GmbH;Potsdam;36099;461202153;Andreas Träger;2023;0,285900812;0,702330197;0,533316243;0;0,414669756;0,585330244;1,411557596;1,450397266;1,717198513;0,332017363;;0,702330197;0,086576962;0;;;;;100361;246542,01;351034,33;187212,31;187212,31;0;145563,32;351034,33;205471,01;26776,44;59329,7;178694,57;0;12602,43;0;;;;0;33;100361;;;;3636;;;;;96725;;;;;;;;;;;;;;;;;;;;145563,32;;;;;;;;;;;;;;;;106960,89;;;;26000;;;;;;;;;12602,43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;;;;;;;;;4131,32;;;26776,44;;;;;;;;;351034,33;351034,33;246542,01;;187212,31;;;;;;;;;;;;;;;59329,7;;;;;;;;;;178694,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;32;192;Pflegeteam Potsdam Antje Schneider GmbH;Potsdam;GmbH;Potsdam;27727;463204319;Antje Schneider;2023;0,174006429;0,815140743;0,379930775;0;0,66039355;0,33960645;0,514248587;3,795225002;4,089116615;1,508697128;;0,815140743;0;0,631470533;;;;;156421;732761,03;898938,05;341534,23;341534,23;0;593652,89;898938,05;305285,16;45970,82;391226,8;259314,34;0;0;567652,89;;;;0;;156421;;;;3;;;;;156418;;;;;;;;;;;;;;;;;;;;593652,89;;;;567652,89;;;;;;;;;;;;;;;;26000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9756,02;;;45970,82;;;;;;;;;898938,05;898938,05;732761,03;;341534,23;;;;;;;;;;;;;;;391226,8;;;;;;;;;;259314,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;33;198;"PSL ""Ihr Pflegedienst für Stadt und Land"" GmbH";Beetzsee;GmbH;Potsdam;28439;463202373;Eva Rettig;2023;0,762482129;0,217375417;0,13214268;0;0,241901255;0,693529109;2,866992601;0,317254983;0,852641614;0,298741093;0,554835446;0,217283465;0;0,2401775;;;;;5971559,5;1702427,1;7831737;1034906,72;1034186,57;0;1894507,01;7831737;5431537,58;3197093,12;667520,38;2234444,46;3067048,01;0;1881007,01;;;;0;102;5971559,5;1000;;;1;;;;;5970558,5;;;;;;;;;;;;;;;;;;;;1894507,01;;;;1881007,01;;1637088,63;;;;;13500;26000;-12500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;102;;;;;;;;;157750,4;49612,84;2293,41;130045,11;;;;;;;503399;;7831737;7831737;1702427,1;;1034906,72;163464,96;720,15;;;;;;;;;;;;;667520,38;;;;;;;;;;5301492,47;;;;239400;;1787833,52;3067048,01;;;;;;;;;;;;;;;;;;;;;;
229;34;204;PTS Pflegeteam Sanitas GmbH;Kleinmachnow;GmbH;Potsdam;28074;461210222;Angela Heyroth;2023;0,18660017;0,799823406;0,682511569;0;0,414845806;0,585154194;1,410534195;2,223180212;2,37765317;0,21086754;;0,799823406;0,565732018;0,469383109;0,69595309;45870,27667;0,141829876;9348,008889;25894,5;110991,47;138769,97;94712,11;94712,11;0;57568,14;138769,97;81201,83;4000;16279,36;77201,83;0;32568,14;65136,28;;412832,49;84132,08;593190,11;9;25894,5;;;;0,5;0,5;;;;25894;;1728;21526;2640;;;;;;;;;;;;;;;;57568,14;;;;32568,14;;0;;;;;;;;;;;;;;25000;;;;;;;;;;;;;;;;;;;;;;;;;;25938,42;;;;;;;25938,42;;10064,05;;;32568,14;;;;;;;;;;;;;420932,19;;;;;;;0;;;32568,14;84132,08;;;;;;;84132,08;11400;412832,49;333495,33;;79337,16;;;;3134,42;3501,18;;;28,17;;;;13120,51;;168728,57;0;;;;;;;;;;;;;;;;;;9;;;;;;;;;1884;;;4000;4000;0;;;;;;;138769,97;138769,97;110991,47;;94712,11;;;86533,32;;;;;;8178,79;;;;;;;;16279,36;;;;;;;;77201,83;;;;;;;;;;68400,64;5141,08;6363,76;68400,64;;;8801,19;8801,19;;;;;;;;;;;;
